507    1062
481     540
___________________________________________________________
Result of Year   2010   :
541     600
___________________________________________________________
Result of Year   2015   :
28018 28018
-100.0 ab initio , arabidopsis thaliana
580.0 machine learning , world health organization
581.8181818181819 image features , cancer
585.7142857142857 machine learning , chronic disease
585.7142857142857 machine learning , neurodegenerative disease
585.7142857142857 regression , cognitive impairment
587.5 machine learning , single cell
594.7368421052632 computer vision , gene
600.0 adaboost , optical coherence tomography
600.0 applicability domain , drugs
600.0 applicability domain , gene
600.0 artificial intelligence , autism spectrum disorder
600.0 artificial intelligence , blood glucose
600.0 artificial intelligence , diagnostic test
600.0 artificial intelligence , disease states
600.0 artificial intelligence , health care providers
600.0 artificial intelligence , health outcomes
600.0 artificial intelligence , infectious diseases
600.0 artificial intelligence , molecular biology
600.0 artificial intelligence , outcome measure
600.0 artificial intelligence , pathological diagnosis
600.0 artificial intelligence , tissue engineering
600.0 attenuation correction , soft tissue
600.0 automated assessment , gene
600.0 bayesian model , drug development
600.0 big data , infectious disease
600.0 big data , population health
600.0 binary classification , clinical data
600.0 brain imaging , white matter
600.0 brain-computer interface , working memory
600.0 classification , blood-brain barrier
600.0 classification , diagnostic techniques
600.0 classification , drug screening
600.0 classification , eye tracking
600.0 classification , fatty acids
600.0 classification , feature genes
600.0 classification , gene mutation
600.0 classification , molecular dynamics
600.0 classification , pancreatic cancer
600.0 classification , rare diseases
600.0 classification , respiratory disease
600.0 classification , respiratory sounds
600.0 classification , salience network
600.0 classification , somatosensory cortex
600.0 clustering , clinical outcome
600.0 clustering , computational biology
600.0 clustering , copy number
600.0 clustering , gray matter
600.0 clustering , human brain
600.0 clustering , ovarian cancer
600.0 clustering , vascular disease
600.0 computational method , drug repositioning
600.0 computational method , escherichia coli
600.0 computational methods , chemical properties
600.0 computational methods , complex disease
600.0 computational methods , drug repositioning
600.0 computational methods , saccharomyces cerevisiae
600.0 computational models , cell line
600.0 computer-aided diagnosis , lung disease
600.0 computer-aided diagnosis , magnetic resonance
600.0 computer-aided diagnosis , magnetic resonance images
600.0 computer-aided diagnosis , thyroid cancer
600.0 conditional random field , biomedical research
600.0 correlation coefficient , binding affinity
600.0 correlation coefficient , ct images
600.0 correlation coefficient , diabetes
600.0 correlation coefficient , diagnostic accuracy
600.0 correlation coefficient , diagnostic performance
600.0 correlation coefficient , membrane protein
600.0 cox proportional hazard , gene signature
600.0 cox regression , patient survival
600.0 cross-validation , breast ultrasound
600.0 cross-validation , cancer type
600.0 cross-validation , cause of death
600.0 cross-validation , clinical significance
600.0 cross-validation , cognitively normal
600.0 cross-validation , complex disease
600.0 cross-validation , land use
600.0 cross-validation , post-translational modification
600.0 cross-validation , temporal lobe
600.0 data mining , systematic review
600.0 decision forest , cancer
600.0 decision making , diagnostic accuracy
600.0 decision making , drug discovery
600.0 decision making , emergency department
600.0 decision support system , high risk
600.0 decision support system , quality of life
600.0 decision support systems , electronic health record
600.0 decision tree , heart failure
600.0 deep learning , molecular descriptors
600.0 deep learning , patient safety
600.0 deep learning , study design
600.0 differential evolution , cancer
600.0 diffusion tensor imaging , imaging modalities
600.0 discriminant analysis , motor cortex
600.0 effective connectivity , gene
600.0 electronic health records , emergency department
600.0 electronic health records , high risk
600.0 ensemble model , diagnostic performance
600.0 ensemble model , drug discovery
600.0 fall detection , the elderly
600.0 feature extraction , cancer diagnosis
600.0 feature extraction , chemical properties
600.0 feature extraction , clinical data
600.0 feature extraction , coronary artery
600.0 feature extraction , coronary artery disease
600.0 feature extraction , diagnostic accuracy
600.0 feature extraction , lesion segmentation
600.0 feature extraction , public health
600.0 feature representation , protein sequences
600.0 feature selection , adjuvant chemotherapy
600.0 feature selection , quality of life
600.0 feature space , cognitive impairment
600.0 feature vector , cognitive impairment
600.0 feature vector , pseudo amino acid composition
600.0 free text , health records
600.0 frequency band , gene
600.0 frequency domain , gene
600.0 functional magnetic resonance imaging , brain network
600.0 functional mri , default mode network
600.0 functional mri , prefrontal cortex
600.0 graph theory , brain network
600.0 gray level co-occurrence matrix , cancer
600.0 hidden markov model , sleep
600.0 hierarchical clustering , differentially expressed genes
600.0 high-throughput sequencing , rna-seq data
600.0 human-computer interaction , gene
600.0 image analysis , brain tumor
600.0 image analysis , cell segmentation
600.0 image analysis , clinical outcome
600.0 image analysis , drugs
600.0 image analysis , medical image
600.0 image analysis , screening mammography
600.0 image analysis , treatment response
600.0 image analysis , ultrasound images
600.0 image features , clinical practice
600.0 in silico , cancer
600.0 in silico , cell line
600.0 in silico , drug target
600.0 in silico , drug-drug interactions
600.0 information extraction , cancer
600.0 information extraction , pathology reports
600.0 information system , electronic health record
600.0 information systems , electronic health record
600.0 information technology , electronic health record
600.0 intelligent systems , gene
600.0 k-means , t cell
600.0 knowledge base , protein
600.0 learning algorithm , adverse drug reaction
600.0 learning algorithm , amino acid sequence
600.0 learning algorithm , apparent diffusion coefficient
600.0 learning algorithm , atrial fibrillation
600.0 learning algorithm , blood glucose
600.0 learning algorithm , chronic obstructive pulmonary disease
600.0 learning algorithm , dna methylation
600.0 learning algorithm , false alarms
600.0 learning algorithm , human body
600.0 learning algorithm , medical image
600.0 learning algorithm , membrane protein
600.0 learning algorithm , microbial communities
